book_id,work_id,title,language_code_clean,language_group,text_word_count,clean_description,true_genres,predicted_genres,missed_genres,extra_genres,label_error_count,true_label_count,predicted_label_count,description_length_band,label_cardinality_band
13481110,861214,Principessa di sangue,ita,Non-English,192.0,"Un'automobile avanza lenta tra le dune sabbiose di una spiaggia. A bordo, tre uomini dal fare circospetto e una bambina di sette anni, avvolta in un sacco a pelo, stordita da un'iniezione di morfina. Il gruppo raggiunge una casa isolata, si unisce al resto dei rapitori. Ma scoppia uno scontro a fuoco e i malviventi si uccidono tra loro. Uno solo si salva, si carica in spalla la bambina rimasta ferita e si allontana a piedi tra i bagliori di un'esplosione. E il 1950. 1956. Ivory Pearl, una fotoreporter d'assalto che ha seguito a rischio della vita i vari conflitti e guerriglie del dopoguerra, decide di prendersi una pausa da quell'esistenza di dolore e morte e si ritira a Cuba, nel cuore della Sierra Maestra. Immersa in una natura selvaggia e mozzafiato, si ritrovera suo malgrado al centro di un intrigo internazionale condotto dai Servizi segreti. Con lei, un uomo inquietante e una ragazzina rozza e misteriosa, di cui sara costretta a incrociare il destino. Un romanzo in cui si mescolano piccola e grande Storia, personaggi straordinari e traffici di tutti i generi, e che traccia sapientemente il grande caos del secolo appena trascorso.","fiction | mystery, thriller, crime","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime | young-adult",,"history, historical fiction, biography | fantasy, paranormal | young-adult",3,2,5,151–250,2
24765932,13460686,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",eng,English,85.0,"I know that having a fake name is strange, but trust me -- it's the most normal thing about my life right now. Mara Dyer believes life can't get any stranger than waking up in a hospital with no memory of how she got there. It can. She believes there must be more to the accident she can't remember that killed her friends and left her strangely unharmed. There is. She doesn't believe that after everything she's been through, she can fall in love. She's wrong.","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | romance | mystery, thriller, crime","fantasy, paranormal | young-adult",,2,5,3,76–150,4+
13381453,1361691,Só Os Mortos Sabem...,por,Non-English,180.0,"Trinta anos atras, duas irmas desapareceram de um centro comercial. Os seus corpos nunca foram encontrados. Agora uma mulher manifestamente desorientada, envolvida num acidente de viacao em hora de ponta, afirma ser a mais nova das irmas Bethany ha muito desaparecidas. Mas a sua admissao involuntaria e subsequente esforco para alienar os investigadores adensam ainda mais o misterio. Onde esteve ela todo este tempo? Por que esperou tanto para reaparecer? Podera o seu raptor ser um estimado policia de Baltimore? Nao existem quaisquer provas que validem a sua historia e cada pista que fornece a policia parece conduzir a mais um beco sem saida - um moribundo incoerente, uma casa arrasada, uma campa inexistente e uma familia ha muito desfeita, destrocada nao so pelo crime mas tambem pelas fissuras reveladas pela tragedia num lar aparentemente perfeito. Numa historia que recua e avanca por varias decadas, somente uma pessoa ousa mostrar-se ceptica em relacao a mulher que pretende reivindicar a identidade de uma das irmas Bethany sem, no entanto, revelar o destino da outra. Sera ela capaz de descobrir a verdade?","fiction | mystery, thriller, crime | children","fiction | romance | mystery, thriller, crime",children,romance,2,3,3,151–250,3
2778186,2803944,"The Long War Ahead and the Short War Upon Us: Imperfect Civilization, Perfect Barbarism, and WMD Terror",unknown,Unknown,99.0,"The Long War refers to the struggle against radical strains of Islam, which will take generations; the Short War refers to the effort to stop a WMD attack that would inflict grave damage on America and the West. The author is optimistic that the West will prevail in the Long War, but pessimistic about the Short War, because we are not doing all we that can-and must-do to stop a catastrophic WMD strike. Should we lose the Short War, we may well find victory hollow in the Long War. We must act now to prevail in both.","history, historical fiction, biography | non-fiction | mystery, thriller, crime","fiction | history, historical fiction, biography | fantasy, paranormal","non-fiction | mystery, thriller, crime","fiction | fantasy, paranormal",4,3,3,76–150,3
35286193,56648404,"Teresa, la de Jesús",spa,Non-English,42.0,"Biografia de Santa Teresa en formato comic, donde lo documentado no quita lo sencillo y donde una cascada de dibujos intentan transmitir la personalidad y el espiritu de Teresa a gente como nosotros que, sin negarnos a los libros, devoramos los comics.",young-adult,"fiction | history, historical fiction, biography | young-adult | comics, graphic",,"fiction | history, historical fiction, biography | comics, graphic",3,1,4,20–75,1
14290356,19931506,Family Ties,en-gb,English,150.0,"She's all country... He's all city... Grace Tucker thought she had her life put back together - with the help of her over-protective brothers. She had a quiet, predictable life operating the family hardware store in her hometown and spending her free time with her friends, the Caldwell family. That was... until a tragic accident took her two best friends and left their daughters orphaned. If that wasn't devastating enough - Dirk Caldwell, the egocentric brother no one's met, blows into town. Dirk Caldwell realized he wasn't in California anymore when he stepped from the redneck, rattletrap airplane and was smacked in the face with a cold breeze laced with manure. It was exactly what he'd expected from the backwater town his brother called home. But going head to head with Grace Tucker was not. When two worlds collide can they form a bond strong enough to tie a family together?",romance,fiction | romance,,fiction,1,1,2,76–150,1
18634333,26430117,"Aberration (East Park, #3)",eng,English,136.0,"As a new East Park graduate with a sparkling business degree, Britain McCulley returns to her parents' Malibu estate for the summer to play the part of the naive, modest heiress that Mom and Dad want her to be. For two months, Britain must hide who she really is, which means not letting slip the fact that she's an incredibly successful erotica photographer. Or the fact that she had mind-blowing sex with one of her models--Jaime Rivera--who also happens to be her brother's traitor of a best friend. When Jaime shows up to make amends with her family, he threatens to blow over her good-girl facade like a house of cards. And he is only the beginning. Bawdy, hilarious, and sinfully sexy, ABERRATION is the newest addition to the East Park chronicles.",fiction | romance,"fiction | romance | fantasy, paranormal",,"fantasy, paranormal",1,2,3,76–150,2
8808693,1330198,This Book Will Save Your Life,eng,English,91.0,"Since her debut in 1989, A. M. Homes has been among the boldest and most original voices of her generation, acclaimed for the psychological accuracy and unnerving emotional intensity of her storytelling. Her ability to explore how extraordinary the ordinary can be is at the heart of her touching and funny new novel, her first in six years. This Book Will Save Your Lifeis a vivid, uplifting, and revealing story about compassion, transformation, and what can happen if you are willing to lose yourself and open up to the world around you.",fiction,"fiction | fantasy, paranormal | comics, graphic",,"fantasy, paranormal | comics, graphic",2,1,3,76–150,1
34735126,15198,Snowball Oranges: One Mallorcan Winter,unknown,Unknown,103.0,"When the Kerr family leave Scotland to grow oranges in a secluded valley on the island of Mallorca, they are surprised to be greeted by the same freezing weather they have left behind. Then they realize that their new orange farm is a bit of a lemon. . . . Laughter, finds Peter Kerr, is the best medicine when faced with a local dish of rats and the live-chicken-down-a-chimney technique of household maintenance. But their Mallorcan neighbors help them adapt to their new life. Snowball Orangesis hilarious and revealing, full of life and color, set against the breathtaking beauty of the Mediterranean.","fiction | history, historical fiction, biography | non-fiction","fiction | fantasy, paranormal","history, historical fiction, biography | non-fiction","fantasy, paranormal",3,3,2,76–150,3
23081118,42633214,"Hidden Gem (Hidden Gem, #1)",eng,English,196.0,"Misaki ""Aki"" Itou is a psi--a person with mutated DNA granting him psychic abilities. He's also a contracted companion--a whore. It may not be the perfect profession, but having a roof over his head, food to eat, and not being subjected to torture is a dream come true. He is the top companion at the Hidden Gem, and it makes him enough money to buy the prettiest, most sparkly shoes he can find. Shane McNaughton is an Irishman who survived the Third World War and works as a cop. Head of Missing Persons, he's good at finding people, but after the plague of the Third mutated his DNA, he has a hard time letting anyone see the monster inside. He's been paying for Aki's services for two years, both the psi and the sexual kind, but he wants more from the companion. Shane needs Aki's ability to see into another person's past to track down a serial killer murdering the children of rich and powerful men, but the more they work together, the clearer it becomes that they are linked through a darker past than either of them realizes. Warning: Contains mild BDSM elements.","fiction | romance | fantasy, paranormal | mystery, thriller, crime","fiction | romance | mystery, thriller, crime","fantasy, paranormal",,1,4,3,151–250,4+
800011,1392816,"Medusa (Aurelio Zen, #9)",unknown,Unknown,181.0,"348 393 9028: MEDUSA. After the heated pool, the air was distinctly cool, even down here in the sheltered terraces above lake Lugano. He keyed in the number, then turned to face the hillside behind the villa. The land rose precipitously, the contours marked by the looping line of Via Totone and its accompanying homes and gardens. There was no one in sight. When a group of Austrian cavers in the Italian Alps come across human remains at the bottom of a deep shaft, everyone assumes the death was accidental - until the still unidentified body is stolen from the morgue and the Defence Ministry puts a news blackout on the case. The whole affair has the whiff of political intrigue. The search for the truth leads Zen back into the murky history of post-war Italy and obscure corners of modern-day society to uncover the truth about a crime that everyone thought was as dead and buried as the victim. If you enjoyed the Inspector Zen Mystery series you may also like The Last Sherlock Holmes Story, another crime novel by Michael Dibdin.","fiction | mystery, thriller, crime | young-adult","fiction | history, historical fiction, biography | mystery, thriller, crime",young-adult,"history, historical fiction, biography",2,3,3,151–250,3
118514,114089,Tammy: Telling It My Way,unknown,Unknown,23.0,"The controversial, outrageous former co-host of the PTL tells her harrowing story of love, faith, corruption, and courageous recovery. 16 pages of photos.","history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction | mystery, thriller, crime | comics, graphic",,"fiction | mystery, thriller, crime | comics, graphic",3,2,5,20–75,2
34644325,55805531,Solstice to Solstice to Solstice,eng,English,314.0,"Against a backdrop of loss and exhaustion, in the searching tradition of Walden, Bluets, and Pilgrim at Tinker Creek, the speaker of Solstice to Solstice to Solstice chronicles the in-breaking of day in a quest to see and to be seared by seeing, to know what can be known, to find truth sturdy as clapboards and joy robust enough to get her through each coming day. Allison Boyd Justus' collection of freeform and prose poetry captures every sunrise during the 2009-10 solar year--from solstice to solstice and back to solstice--and each cyclical dawn brings something new and fresh, bursting with color, internal compasses, and astronomical guides. Through it all, beauty, introspection, hope, and felicity remind us to embrace every day in its new light. ~~~~~~~~~ ""In Solstice to Solstice to Solstice, Allison Boyd Justus gives us 366 mornings of sunrises during a single solar year, 366 blank slates, 366 chances to perceive and create something new. These eye-opening poems are like mornings themselves, full of startling pleasures: 'light brilliant as fact,' 'the mountain a shudder,' 'a murmuration of starlings rattl[ing] like a tambourine.' Justus shows us, poem after poem, that each day is a page where anything might be written."" --Maggie Smith, author of The Well Speaks of Its Own Poison, Lamp of the Body, and The List of Dangers ""Justus reminds us that observation is one of the most important parts of being alive: just noting change and presence. She forces attention to the small things, and even though the sky is the star, the speaker takes on a supporting role. By the end, it seems that both the sun and the speaker have learned something in their year: they're back where they started, but also further along. There's something about witnessing dawn, each day--knowing, this is new, and untouched."" --Micah Ling, author of Three Islands, Sweetgrass, Settlement, and Flashes of Life",poetry,"fiction | fantasy, paranormal | poetry",,"fiction | fantasy, paranormal",2,1,3,251+,1
12957295,18114589,Ten Universal Principles: A Brief Philosophy of the Life Issues,en-us,English,192.0,"How do we make sense of life? How should we treat others? How should we reasonably be expected to be treated by others? When human life is at stake, are there reasonable principles we can rely on to guide our actions? How should our laws be framed to protect human life? What kind of society should be built?Many people rely on their religious beliefs to answer these questions. But not everyone accepts the same religious premises or recognizes the same spiritual authorities. Are there public arguments--reasons that can be given that do not presuppose agreement on religious grounds or common religious commitments--that can guide our thoughts and actions, as well as our laws and public policies?In Ten Universal Principles: A Brief Philosophy of the Life Issues, Jesuit Father Robert Spitzer sets out, in a brief, yet highly-readable and lucid style, ten basic principles that must govern the reasonable person's thinking and acting about life issues. A highly-regarded philosopher, Father Spitzer provides an intelligent outline for thinking and talking about human life. This book is a powerful tool for persuasively articulating and effectively inculturating a prolife philosophy.","history, historical fiction, biography | non-fiction | young-adult",non-fiction,"history, historical fiction, biography | young-adult",,2,3,1,151–250,3
7054202,951056,The Iron Heel,eng,English,88.0,"Set in the future, ""The Iron Heel"" describes a world in which the division between the classes has deepened, creating a powerful Oligarchy that retains control through terror. A manuscript by rebel Avis Everhard is recovered in an even more distant future, and analyzed by scholar Anthony Meredith. Published in 1908, Jack London's multi-layered narrative is an early example of the dystopian novel, and its vision of the future proved to be eerily prescient of the violence and fascism that marked the initial half of the 20th century.","fiction | history, historical fiction, biography | fantasy, paranormal","fiction | history, historical fiction, biography | fantasy, paranormal | young-adult | comics, graphic",,"young-adult | comics, graphic",2,3,5,76–150,3
1276387,103828,Make Way For Ducklings,unknown,Unknown,271.0,"""Robert McCloskey's unusual and stunning pictures have long been a delight for their fun as well as their spirit of place.""--The Horn Book Mrs. Mallard was sure that the pond in the Boston Public Gardens would be a perfect place for her and her eight ducklings to live. The problem was how to get them there through the busy streets of Boston. But with a little help from the Boston police, Mrs. Mallard and Jack, Kack, Lack, Nack, Ouack, Pack, and Quack arive safely at their new home. This brilliantly illustrated, amusingly observed tale of Mallards on the move has won the hearts of generations of readers. Awarded the Caldecott Medal for the most distinguished American picture book for children in 1941, it has since become a favorite of millions. This classic tale of the famous Mallard ducks of Boston is available for the first time in a full-sized paperback edition. Make Way for Ducklingshas been described as ""one of the merriest picture books ever"" (The New York Times). Ideal for reading aloud, this book deserves a place of honor on every child's bookshelf. ""This delightful picture book captures the humor and beauty of one special duckling family. ... McClosky's illustrations are brilliant and filled with humor. The details of the ducklings, along with the popular sights of Boston, come across wonderfully. The image of the entire family proudly walking in line is a classic.""--The Barnes & Noble Review ""The quaint story of the mallard family's search for the perfect place to hatch ducklings. ... For more than fifty years kids have been entertained by this warm and wonderful story.""--Children's Literature",fiction | young-adult | children,fiction | children,young-adult,,1,3,2,251+,3
24692943,25472328,You Are Your Own Best Medicine: A Doctor’s Advice on the Body’s Natural Healing Powers,unknown,Unknown,320.0,"Simple do-it-yourself home remedies for better health and healing * Verifies the common sense of folk medicine with the latest medical research * Reveals easy steps to boost immunity and address common ailments like allergies, sleep disorders, cardiovascular problems, sexual dysfunction, and excess weight * Explains how to reduce your risk of cancer, heart attack, and Alzheimer's In You Are Your Own Best Medicine, Frederic Saldmann, M.D., verifies the common sense of folk medicine with the latest medical research to reveal simple do-it-yourself remedies that activate the body's natural healing powers and address common ailments like allergies, sleep disorders, cardiovascular problems, sexual dysfunction, and excess weight. You will learn: * how washing your hands helps your mood, * why hitting snooze on your alarm makes you tired, * how pistachios are more effective than Viagra, * simple acupressure tricks to relieve cramps, congestion, and other acute conditions, * how dark chocolate helps you lose weight, * which sleep position increases your risk of cancer, * the role of gut flora and probiotics in alleviating asthma, * how kissing boosts the immune system and helps wounds heal faster, * the importance of replacing your pillow regularly, * and much, much more . . . Sharing startling study results, Dr. Saldmann explains how reducing your calorie intake by 30% each day can increase your life expectancy by 20% and how 30 minutes of exercise a day reduces your risk of cancer, Alzheimer's, and cardiovascular disease by 40%! He discusses how to combat the harmful effects of electromagnetic fields, which are now implicated in insomnia as well as the onset of certain diseases. He explains how to overcome constipation and get a flat stomach in the process. Giving full scientific backing to home remedies that were well known three generations ago, as well as providing his own tips and tricks from his years as a respected medical doctor in Paris, Dr. Saldmann shows how the body can produce its own medicines and, given the opportunity, prevent illness altogether.",non-fiction,non-fiction,,,0,1,1,251+,1
34887914,21416605,Το 12ο Θύμα,gre,Non-English,168.0,"MIA ZOE DEMIOURGEITAI E Linzi Mpoxer gennaei to moro tes! Omos, prin prolabei na kharei te neogennete kore tes, anagkazetai na epistrepsei ste douleia, kathos to Tmema Anthropoktonion katakluzetai apo epeigouses upotheseis. Enas ekkentrikos kathegetes Agglikes Logotekhnias blepei sta oneira tou na diaprattontai dolophonies, tis opoies perigraphei sten astunomia me kathe leptomereia. Kaneis den ton pisteuei, mekhri te stigme pou ta oneira tou arkhizoun na bgainoun alethina. MIA ZOE KATASTREPhETAI Mia skhediastria modas dolophoneitai mesa sto autokineto tes. Basikos upoptos einai o philos tes, asteras tes omadas phoutmpol San Phransisko Phortinainers. E upothese phainetai na men krubei megales ekplexeis, mekhri te stigme pou to ptoma exaphanizetai apo to nekrotomeio. MIA ZOE KINDUNEUEI Enas katadikasmenos kata surroe dolophonos sunerkhetai apo to koma sto opoio briskotan epi duo khronia kai uposterizei oti tha apokalupsei tis theseis opou ekhei thapsei ta thumata tou. Kai xaphnika e Linzi erkhetai antimetope me to endekhomeno tes pio sugklonistikes apoleias tes zoes tes... E Gunaikeia Leskhe Phonon epistrephei me ena muthistorema pou tha sas kathelosei!","fiction | romance | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",,"history, historical fiction, biography | fantasy, paranormal | young-adult",3,3,6,151–250,3
12416528,15352584,"Double Dexter (Dexter, #6)",unknown,Unknown,52.0,"Dexter Morgan is not your average serial killer. He enjoys his day job as a blood spatter analyst for the Miami Police Department, but he lives for his nighttime hobby of hunting other killers. Dexter is therefore not pleased to discover that someone is shadowing him, observing him, and copying his methods.","fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",,,0,2,2,20–75,2
6082917,3229092,Your Heart Belongs to Me,unknown,Unknown,132.0,"For one man, they are the five most terrifying words of all...your heart belongs to me One year after the heart transplant that saved his life, thirty-five-year-old Ryan Perry has never felt better. He's getting back everything he nearly lost forever--his business, his life, and, with luck, his beloved girlfriend. Miracles do happen. Then the unmarked gifts begin to arrive--a box of candy hearts, a heart-shaped pendant. Most disturbing of all is a graphic heart-surgery video and its chilling message: Your heart belongs to me. Ryan is being stalked by someone who feels entitled to everything he has. She's the spitting image of the twenty-six-year-old donor of the heart beating steadily in Ryan's chest. And she's come to take it back.","fiction | mystery, thriller, crime","fiction | romance | mystery, thriller, crime",,romance,1,2,3,76–150,2
25987697,45900933,It Gets Under My Skin,eng,English,36.0,"Teen Wolf (TV) Stiles Stilinski/Jackson Whittemore This is what regret looks like: fucking in a bathroom, with the door locked, at some stupid party, because neither of you are supposed to want it. Words: 2868 complete","fiction | romance | fantasy, paranormal",fiction | romance | young-adult,"fantasy, paranormal",young-adult,2,3,3,20–75,3
33290623,2416056,Contact,unknown,Unknown,116.0,"For centuries humanity has dreamed of life and intelligence beyond the Earth; for decades scientists have searched for it in every corner of the sky; for years Project Argus, a vast, sophisticated complex of radio telescopes, has listened for a signal indicating the existence, somewhere in the universe, of extraterrestrial intelligence. Then, one afternoon, the course of human history is changed, abruptly and forever. The Message, awaited for so long, it's very possibility doubted by so many, arrives. Contact has been made. Life, intelligence, someone, somethingbeyond Earth, 26 light-years away, in the vicinity of the star Vega, is calling, beaming across space a wholly unexpected message to say that we are not - have never been - alone.","fiction | non-fiction | fantasy, paranormal","fiction | non-fiction | fantasy, paranormal",,,0,3,3,76–150,3
17679263,658092,The Lord and His Prayer,eng,English,53.0,"By looking in detail at the Lord's Prayer and its background, Tom Wright offers a really fresh and helpful way of looking at Jesus. Phrase by phrase, he demonstrates how understanding the prayer in its original setting can be the starting point for a rekindling of Christian spirituality and the life of prayer.","history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",,,0,2,2,20–75,2
16236101,22238471,Seduce Me Tonight,unknown,Unknown,148.0,"Erotic love is the most powerful force in the world. 'Seduce Me Tonight' explores seduction from lust to long term love, from playful and teasing to dark and edgy. A short story collection perfect for anyone seduced by the 'Fifty Shades' trilogy or Sylvia Day's 'Crossfire' series. ""Seduce me."" A plea? A command? A need for connection that goes beyond the physical? These are stories of seduction. The anticipation, the tease, the buildup ... the promise of what comes next. That moment where your breath catches in your throat and your pulse quickens. The long look across a crowded coffee shop, the brush of fingers against the inside of your wrist. The dirty text message while you're in a meeting, the quick flash of bare skin still damp from the shower. Whether its lust at first sight or a long-held desire, 'Seduce Me Tonight' is the ultimate rush.",romance,"fiction | history, historical fiction, biography | romance",,"fiction | history, historical fiction, biography",2,1,3,76–150,1
22546088,24786910,"Five, Six, Seven, Nate!",eng,English,135.0,"Encore! Nate Foster's Broadway dreams are finally coming true in this sequel to Better Nate Than Ever that Publishers Weekly calls a ""funny, tender coming-of-age story."" Armed with a one-way ticket to New York City, small-town theater geek Nate is off to start rehearsals for E.T.: The Broadway Musical. It's everything he ever practiced his autograph for! But as thrilling as Broadway is, rehearsals are nothing like Nate expects: full of intimidating child stars, cut-throat understudies, and a director who can't even remember Nate's name. Now, as the countdown to opening night is starting to feel more like a time bomb, Nate is going to need more than his lucky rabbit's foot if he ever wants to see his name in lights. He may even need a showbiz miracle.",fiction | romance | young-adult | children,"fiction | romance | fantasy, paranormal | young-adult | children | comics, graphic",,"fantasy, paranormal | comics, graphic",2,4,6,76–150,4+
16344853,17617275,"The Tycoon's Revenge (Baby for the Billionaire, #1)",eng,English,174.0,"Jasmine Freeman's world is about to tumble down around her and the one responsible for it is none other than her first love, Derek Titan. She hasn't seen him in ten years, and they are both going to learn the truth of what happened back then. Jasmine grew up wealthy and oblivious to the destruction her father caused all around him. Derek was from the wrong side of the tracks. In ten years their lives will be reversed. He is now a multi-billionaire tycoon and she works hard, but barely gets by due to her father's unethical business practices. Derek comes seeking revenge and instead finds out he has a half grown son and the woman he's been angry with for so many years is not who he thought she was. They both fight against the passion they still feel for each other, but in the end it is irresistible. Come take the journey with Derek and Jasmine as they rediscover a passion that never died and the lies that kept them apart.",fiction | romance,fiction | romance,,,0,2,2,151–250,2
16173015,15615499,Kriget har inget kvinnligt ansikte: en utopis röster,swe,Non-English,106.0,"De var piloter, stridsvagnsforare, spanare och prickskyttar kvinnorna som stred i Roda armen, sida vid sida med mannen. De var ocksa sjukvardarna som bar de sarade ut ur stridszonen. Men till skillnad fran mannen betraktades de efter kriget inte som hjaltar, utan bemottes med misstanksamhet och inte sallan med forakt. Sa de teg. Tills journalisten och forfattaren Svetlana Aleksijevitj fyrtio ar senare borjade soka upp dem pa fabrikerna och i hemmen och bad dem beratta sin historia. Den flerfaldigt prisbelonta boken bygger pa hundratals djupintervjuer och ingar i forfattarens stora livsverk >>Utopins roster<<, ett unikt forsok att beskriva den sovjetiska erfarenheten utifran den lilla manniskans perspektiv.","fiction | history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | children",non-fiction,children,2,3,3,76–150,3
29997716,50404265,Injustice: Gods Among Us - Year Five,eng,English,98.0,"This is it: the final year of INJUSTICE:GODS AMONG US, leading into the storyline of the hit videogame! Having defeated the Green Lantern Corps, the forces of magic, and now the gods themselves, the Regime seems to have eliminated all threats. Yet uneasy lies the crown on the head of Emperor Superman. Still obsessed with the outlaw Batman and worried about having enough troops to police his world, The Man of Steel begins to recruit some of Earth's deadliest villains to his side. Does the Dark Knight have any chance of ending the Man of Steel's rule?","fiction | fantasy, paranormal | young-adult | comics, graphic","fiction | fantasy, paranormal | comics, graphic",young-adult,,1,4,3,76–150,4+
16060393,21847684,Expedition No. 3 - Cycling around Iceland,eng,English,44.0,"Omaelamakerrallinen sarjakuvakirja vie lukijan pyoramatkalle sumuisen ja sateisen Islannin ympari. Tien varrella nakyy enemman hevosia kuin ihmisia ja valilla yosijaksi on tarjolla vain marka teltta, mutta lopulta tuuli kaantyy myotaiseksi ja pyorailijan epatoivo muuttuu riemuksi.Suomi Pyorailee -yhteistyotoimikunta on valinnut Kaisa Lekan Vuoden pyorailijaksi 2012.","non-fiction | comics, graphic","fiction | history, historical fiction, biography | non-fiction | fantasy, paranormal | mystery, thriller, crime | comics, graphic",,"fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime",4,2,6,20–75,2
6877898,7095048,Full Depth: The Raymond Knister Poems,unknown,Unknown,64.0,"Raymond Knister was a rising Canadian literary star when he died mysteriously of drowning in 1932. In this debut collection Micheline Maylor considers the circumstances surrounding Knister's sudden death and deftly captures the voices of those caught up in the tragedy. Treading gently through innuendo and rumour, Maylor draws the reader into the story with finely etched portraits of the characters and their imagined emotions.",poetry,"fiction | history, historical fiction, biography | mystery, thriller, crime",poetry,"fiction | history, historical fiction, biography | mystery, thriller, crime",4,1,3,20–75,1
34866349,16466434,Confucius in a Nutshell,eng,English,115.0,"Our 'In a Nutshell' guide offers a quick and accessible introduction to the ancient Chinese philosopher Confucius, whose teachings have had such a resounding influence on the development of Far Eastern society and beyond. The author of the famous precept 'never impose on others what you would not choose for yourself' advocated an ethical system based on principles of humanity, integrity, filial piety and self-improvement, with the ultimate goal of social harmony. From China to Vietnam, Far Eastern rulers throughout the ages have adopted the Confucian belief system and fervently promoted its tenets. A knowledge of Confucian thought is essential to fully understand both the history and the present formation of Far Eastern culture.",non-fiction,"history, historical fiction, biography | non-fiction",,"history, historical fiction, biography",1,1,2,76–150,1
25917818,43894216,Dragon Marked,unknown,Unknown,155.0,"As a wolf shifter with razor-sharp senses, Jessa Lebron can perceive the slightest change in the air. And her lupine instincts go into overdrive right before her mother, who abandoned her years ago, returns to the pack bearing secrets that change everything. The biggest secret of all: Jessa is dragon marked, a designation that places her in grave danger. The dragon marked are destined to resurrect the dragon king, a fearsome ancient warmonger. And they must be eliminated. Soon Jessa is locked up in Vanguard, the notorious paranormal prison that houses criminal vampires, feys, and magic users. Thankfully, she's not alone: Braxton Compass, her best friend and a dragon shifter, has her back. Jessa and Braxton must find a way to free themselves and the rest of the dragon marked. But can her pack mates help her stop the dragon king before his deadly return? Revised edition: This edition of Dragon Markedincludes editorial revisions.","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",,,0,5,5,151–250,4+
13634422,19244901,Witch in the Wind,eng,English,107.0,"Bandit Creek (Montana), has a new magical dimension, The Otherland. When murder strikes in Bandit Creek, and the victims aren't who they seemed, powerful guardian warlock, Marcus Egan, is sent from The Otherland to investigate. What he doesn't expect to find is Avalon Gwynn, the grieving daughter of the victims, who has no idea she's an extraordinary, hereditary witch. And Avy's pent up magical abilities have just been set free in the mortal world. Can Marcus catch a killer while making sure Avy doesn't bring Crow Mountain crashing down on the town--destroying Bandit Creek for the second time? This is a Paranormal Romance Novella Approx. 45,000 words","fiction | romance | fantasy, paranormal | mystery, thriller, crime","fiction | romance | fantasy, paranormal | mystery, thriller, crime",,,0,4,4,76–150,4+
20570200,25086155,You Will Pay - For Leaving Me,eng,English,146.0,"Librarian's note: This is an alternate cover edition for ASIN: B00CPSGLEE. ""The part I hated most about my miserable existence - the bedroom. I hated the way he demanded sex just about every night, forced me into perverted positions and the fact that he was insatiable. Hated the way he roughed me up during sex, grabbed my hair, twisted my neck, the way his hand fastened around my throat while thrusting vigorously into me, the way he took total control over my body and my soul and dominated me in the harshest possible way, the way he demanded I orgasm in record time, then got irritated when I didn't, the way I had to fake it just to please him, the way I broke down and cried in the bathroom so many times after sex with him, the man I had chosen to have and to hold.","fiction | romance | mystery, thriller, crime",non-fiction,"fiction | romance | mystery, thriller, crime",non-fiction,4,3,1,76–150,3
1486116,1477295,Thieves Break In,unknown,Unknown,182.0,"The Reverend Kathryn Koerney is looking forward to guiding a group of her New Jersey parishioners through historical Oxford, England. She's also eager to visit her cousin, Richard, who works for a baronet at Datchworth Castle. But just before she departs, Kathryn gets word that Richard has fallen to his death from a castle tower. The police are calling it murder--yet they don't have a single lead. Fortunately, her friend, Chief of Police Tom Holder, is anxious to accompany her to the scene and lend his expertise. Secretly smitten with the divine lady priest, there's nothing the crime-deprived, unhappily married cop would like more than to conduct an investigation with her by his side. But his enthusiasm quickly fades when a certain marquis captures Kathryn's attention. Datchworth has a wealth of secret treasures--and dark secrets. And when Kathryn stumbles upon what could be the most sensational find of the century, Tom and Kathryn are caught in a web of greed and madness that will require all their courage and faith--not just to save their friendship, but their lives.","fiction | mystery, thriller, crime","fiction | romance | mystery, thriller, crime",,romance,1,2,3,151–250,2
1370923,1360776,"Rowan and the Keeper of the Crystal (Rowan of Rin, #3)",unknown,Unknown,168.0,"...Add venom from your greatest fear -- One drop -- and then the truth is clear.Rowan and his mother have journeyed to the Maris folk on the coast to do their duty. Rowan's mother is to choose the new Keeper of the Crystal, who will lead the Maris when the old Keeper dies. Rowan is to be ready to take her place if she should be killed. Her death is a distinct possibility.Then Rowan's mother is poisoned, and he boldly breaks a thousand-year-old tradition. He refuses to choose a candidate using the customary tests until all three candidates help him find the antidote for his mother. Armed with just a cryptic rhyme, the four set forth to face perils they can't even imagine. Will they figure out the meaning of the rhyme in time to save Rowan's mother? Can they survive the deadly creatures that await them? And even if they do, what will happen when the hidden dangerwhich threatens everyone in the land -- reveals itself?","fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children","fiction | romance | fantasy, paranormal | mystery, thriller, crime | children",young-adult,romance,2,5,5,151–250,4+
