book_id,work_id,title,language_group,text_word_count,true_genres,predicted_genres,label_error_count
25293286,532347,"O vrăjitoare îngrozitoare (O vrăjitoare îngrozitoare, #1-2)",Non-English,120,"fiction | fantasy, paranormal | young-adult | children",fiction | young-adult,2
25293347,24080996,Une saison à Longbourn,Non-English,152,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography",1
25293467,45003523,"Protective Instinct (Moon Shifter, #5.5)",English,181,"romance | fantasy, paranormal","romance | fantasy, paranormal | mystery, thriller, crime",1
2529410,81168,Remember Me (Remember Me #1),Unknown,168,"fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult | children","fiction | fantasy, paranormal | mystery, thriller, crime | young-adult",2
252949,245117,Talk to Me: Listening Between the Lines,Unknown,472,"history, historical fiction, biography | non-fiction | comics, graphic","history, historical fiction, biography | non-fiction",1
25295936,44182858,The Pony Who Couldn't Say Neigh,English,20,fiction | children,"young-adult | children | comics, graphic",3
25297033,45024777,This Time,English,133,romance,fiction | romance,1
252971,2380861,"Sorcerers of Majipoor (Lord Prestimion, #1)",English,333,"fiction | romance | fantasy, paranormal","fiction | fantasy, paranormal",1
253002,6761569,"Legends II: Dragon, Sword, and King (Legends 2, Volume 2 of 2)",English,196,"fiction | fantasy, paranormal","fiction | history, historical fiction, biography | fantasy, paranormal",1
25300302,45028127,"Bargaining with the Boss (Honeybrook Love, Inc., #2)",English,116,fiction | romance,fiction | romance,0
25301678,42710355,Il baule Sanderson,Non-English,65,"comics, graphic","fiction | history, historical fiction, biography | fantasy, paranormal",4
25305593,1183550,Something Wicked This Way Comes,English,109,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | fantasy, paranormal | mystery, thriller, crime | young-adult",0
25308031,25337782,Jocul Ripper,Non-English,171,"fiction | romance | mystery, thriller, crime | young-adult","fiction | history, historical fiction, biography | mystery, thriller, crime | young-adult | children",3
25308877,42375711,The Job: True Tales from the Life of a New York City Cop,Unknown,268,"history, historical fiction, biography | non-fiction | mystery, thriller, crime | comics, graphic","fiction | history, historical fiction, biography | non-fiction | mystery, thriller, crime",2
25310515,45041235,"My Reckless Valentine (Lovestruck Librarians, #2)",Unknown,155,fiction | romance,"romance | mystery, thriller, crime",2
25310801,7410120,A Conspiracy of Faith,Unknown,160,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
25311474,44918047,Who Do You Love,English,223,fiction | romance,fiction | romance,0
25312893,17243368,طوفان شمشیرها 2,Non-English,57,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime",fiction | poetry,5
25314920,45046606,"Insignificant (Goldenrod, #1)",English,157,romance,fiction | romance | young-adult,2
25316412,42917150,Second Chances (The Lust List: Devon Stone #2),Unknown,119,"history, historical fiction, biography | romance | young-adult",fiction | romance,3
25316689,6057225,Orlando,Non-English,111,"fiction | history, historical fiction, biography | romance | fantasy, paranormal","fiction | history, historical fiction, biography | romance",1
25318908,41947924,"The President's Shadow (Culper Ring, #3)",English,224,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | history, historical fiction, biography | mystery, thriller, crime",0
25319141,45052054,Southern Living 2015 Annual Recipes: Over 650 Recipes From 2015!,Unknown,143,non-fiction,non-fiction,0
25319252,45052209,Disney Tails We Love Marie,Unknown,55,children,children,0
25320307,45053261,From India with Love,English,157,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
25320741,45053696,Horizons (Riders Book 3),English,122,fiction | romance,fiction | romance,0
25320981,21515683,Todo el mundo tiene envidia de mi mochila voladora,Non-English,93,"fiction | non-fiction | fantasy, paranormal | mystery, thriller, crime | comics, graphic","fiction | fantasy, paranormal",3
25321401,39939841,"De Blauwe Diamant (Waterfire Saga, #2)",Non-English,197,"fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",0
25323095,1386976,Εγκώμιον ωρίμων γυναικών,Non-English,154,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | poetry",2
25323426,25592073,Incubus (Demonsong #1),Unknown,206,"fiction | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal | mystery, thriller, crime",1
25326622,45061112,Shadows of War,English,127,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | romance | fantasy, paranormal | mystery, thriller, crime",3
2532867,2527876,Across Five Aprils,Unknown,135,"fiction | history, historical fiction, biography | young-adult | children","fiction | history, historical fiction, biography | non-fiction | children",2
25330114,45065378,Beijing Comrades,English,201,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance",0
25330140,5362875,Photographs of My Father,Unknown,198,"history, historical fiction, biography | mystery, thriller, crime","history, historical fiction, biography | non-fiction | mystery, thriller, crime",1
25330303,45065535,Mean Girls Club,Unknown,146,"fiction | mystery, thriller, crime | young-adult | comics, graphic","history, historical fiction, biography | non-fiction | children | comics, graphic",6
25330346,45685232,What Have the Immigrants Ever Done for Us?,Unknown,48,non-fiction,"history, historical fiction, biography | non-fiction",1
25330802,45066134,Daredevil (Marvel's Mightiest Heroes Graphic Novel Collection #28),English,135,"comics, graphic","fiction | fantasy, paranormal | comics, graphic",2
25331148,902304,The Last Unicorn,English,109,"fiction | romance | fantasy, paranormal | young-adult | children","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",2
25332673,26680333,Rusty Nailed,Non-English,95,fiction | romance,"fiction | romance | young-adult | comics, graphic",2
25334433,45070655,"Barnyard Gossip (Barnyard Buddies,Book 2)",English,101,children,fiction | children,1
25336614,42495909,Skyfaring: A Journey with a Pilot,Unknown,170,"fiction | history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",1
25337689,21981694,Dead Center (The Rookie Club #1),English,141,"fiction | romance | mystery, thriller, crime","fiction | romance | mystery, thriller, crime",0
25345165,45084188,Dauntless,English,31,"fiction | mystery, thriller, crime","fiction | fantasy, paranormal",2
25346251,43446244,We Never Asked for Wings,Unknown,188,fiction | romance,fiction | romance | young-adult | children,2
25346550,45085680,"Dark and Stormy Knight (The Knights of Avalon, #2)",English,192,"fiction | history, historical fiction, biography | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal | mystery, thriller, crime",2
25349319,45089483,"The Life of the Mind (The End of All Things, #1)",English,74,"fiction | non-fiction | fantasy, paranormal | mystery, thriller, crime","fiction | fantasy, paranormal | mystery, thriller, crime | comics, graphic",2
25349620,45090050,Imposter (Live Once #2),English,107,"fantasy, paranormal | young-adult","fiction | romance | fantasy, paranormal | mystery, thriller, crime",4
25350464,45091427,To prší moře,Non-English,58,fiction | romance,"fiction | fantasy, paranormal | mystery, thriller, crime",3
25351068,1146508,آماده‌ سازی هنرپیشه,Non-English,148,"history, historical fiction, biography | non-fiction",fiction | non-fiction,2
25353452,19137260,Honig,Non-English,28,"fiction | history, historical fiction, biography | romance | mystery, thriller, crime",fiction,3
2535455,38103,Big Baby,Unknown,82,"fiction | romance | fantasy, paranormal | mystery, thriller, crime | comics, graphic","fiction | mystery, thriller, crime | children | comics, graphic",3
25354658,45096230,"The Case of the Girl in Grey (The Wollstonecraft Detective Agency, #2)",Unknown,139,"fiction | history, historical fiction, biography | romance | non-fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children","fiction | fantasy, paranormal | mystery, thriller, crime",5
25354866,45096523,"Benedict's Bargain Bride (The Dalton Brides, #6)",English,210,"fiction | history, historical fiction, biography | romance",fiction | romance,1
25355307,45097132,Kendra,English,108,romance,fiction | romance,1
25356226,45098487,Anna Brown and The Missing Uniforms: A Wheelchair Basketball Mystery,Unknown,74,children,"fiction | mystery, thriller, crime | young-adult | children",3
25357283,41989267,Coal Wars: The Future of Energy and the Fate of the Planet,Unknown,340,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
25358518,43012639,The Ghosts of Peppernell Manor,Unknown,152,"fiction | romance | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime | young-adult",3
25359089,42854424,Pip Bartlett's Guide to Magical Creatures,English,145,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children","fiction | fantasy, paranormal | young-adult | children",1
25359131,45102067,"Sawman Werebear (Saw Bears, #4)",English,255,"fiction | romance | fantasy, paranormal","romance | fantasy, paranormal",1
25361761,45105305,"Theirs To Claim (Predatory Desires, #1)",English,190,"fiction | romance | mystery, thriller, crime","romance | mystery, thriller, crime",1
2536219,4388536,Extraordinary Short Story Writing,Unknown,82,non-fiction,non-fiction,0
25362335,43170258,Stolen Sisters: An Inquiry into Feminicide in Canada,Unknown,185,"history, historical fiction, biography | non-fiction | mystery, thriller, crime","history, historical fiction, biography | non-fiction | mystery, thriller, crime",0
25362655,45106637,"Midnight Passion (City Shifters, #1)",English,112,"romance | fantasy, paranormal","romance | fantasy, paranormal | mystery, thriller, crime | young-adult",2
25364888,2860210,De moordenaar droeg blauw,Non-English,43,"fiction | history, historical fiction, biography | mystery, thriller, crime",fiction,2
25365082,865289,The Devil's Dictionary,English,83,"fiction | history, historical fiction, biography | non-fiction | poetry",non-fiction,3
25365779,44771789,All Amity Allows (Fall for You #2),English,132,"fiction | romance | fantasy, paranormal",fiction | romance,1
25366071,45110633,Not-So-Lone Wolf (Not-So-Lone Wolf #1),English,170,"fiction | romance | fantasy, paranormal","romance | fantasy, paranormal",1
25367341,42656478,"You Can Do It, Bert!",English,37,"fiction | fantasy, paranormal | children",children,2
25369317,43083791,Kings of the Grail: Tracing the Historic Journey of the Holy Grail from Jerusalem to Spain,English,184,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction | mystery, thriller, crime",1
25369685,45102328,Kill Switch,English,130,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
2537564,41281,How to Think about Weird Things: Critical Thinking for a New Age,Unknown,54,romance | non-fiction,"history, historical fiction, biography | non-fiction",2
25379290,24351738,Beelzebub Vol. 20,Non-English,38,"fantasy, paranormal | young-adult | comics, graphic","comics, graphic",2
25380816,45129821,Dirty Bertie - Jackpot!,English,135,children,"fiction | fantasy, paranormal | children | comics, graphic",3
25383129,45132491,Redeeming Lilly (Mail Order Brides of Hickory Stick #6),English,63,"history, historical fiction, biography | romance",romance,1
25383154,45132526,"City of Wonders (Seven Forges, #3)",English,147,"fiction | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | fantasy, paranormal | young-adult",3
25383338,45132754,"Snowbound With The Bear (Bear Creek Clan, #4)",English,259,"romance | fantasy, paranormal","romance | fantasy, paranormal",0
25384128,45133708,"A Turn of Tides (A Shade of Vampire, #13)",English,121,"fiction | romance | fantasy, paranormal | young-adult","fiction | romance | fantasy, paranormal | young-adult",0
25387322,45137939,"Don't Panic: ISIS, Terror and Today's Middle East",Unknown,219,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
25387401,45137816,Going Where It's Dark,Unknown,187,fiction | young-adult | children,fiction | young-adult | children,0
25390366,45140828,"Called by the Bear, Part 7",English,98,"romance | fantasy, paranormal",romance,1
25390390,45140859,Wolfie Needs A Wifey,English,156,romance,"romance | fantasy, paranormal",1
25390458,39909566,"Seth & Greyson (The Coincidence, #7)",English,109,fiction | romance | young-adult,romance,2
25390484,2225943,The Secret Countess,English,124,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | young-adult | children","fiction | history, historical fiction, biography | romance | mystery, thriller, crime",4
253909,246053,The Heart of Compassion: The Thirty-seven Verses on the Practice of a Bodhisattva,Unknown,198,non-fiction,"history, historical fiction, biography | non-fiction",1
253932,246075,دل کور,Non-English,30,fiction,"fiction | history, historical fiction, biography | mystery, thriller, crime",2
25393256,26645466,Leben ist nicht schwer,Non-English,188,"fiction | history, historical fiction, biography | non-fiction",fiction,2
25396250,42819833,The Life and Death of Sophie Stark,English,96,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime | young-adult | comics, graphic",2
25396943,45149071,Nightmare in Greasepaint,English,82,fiction,"fiction | mystery, thriller, crime",1
25398200,45150827,"The Instruments of Control (Revanche Cycle, #2)",English,209,"fiction | history, historical fiction, biography | fantasy, paranormal","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",4
25398975,19195697,La casa tonda,Non-English,155,"fiction | history, historical fiction, biography | mystery, thriller, crime | young-adult","fiction | history, historical fiction, biography | mystery, thriller, crime",1
25400014,45153242,BOYSTOWN Season Three,English,188,"romance | mystery, thriller, crime","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",3
25401761,45155218,Unshakable (Wayward Fighters #3.5),English,171,"fiction | romance | mystery, thriller, crime",romance,2
25404223,45158064,To Hear The Ocean Sigh,English,151,fiction | young-adult,"fiction | mystery, thriller, crime",2
25404551,45158418,Famous,Unknown,98,poetry,non-fiction | young-adult | poetry,2
25405256,45159478,Convergence: Hawkman #1,English,32,"fiction | comics, graphic","fiction | fantasy, paranormal | comics, graphic",1
2540582,132778,A Treasury of Great Recipes: Famous Specialties of the World's Foremost Restaurants Adapted for the American Kitchen,Unknown,34,"history, historical fiction, biography | non-fiction",non-fiction,1
25406786,45161121,Il libro di Johnny,Non-English,140,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography | comics, graphic",1
25406952,44749694,Wildflower,English,103,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction | young-adult | children",2
25407671,45162214,"The Magic's in the Music (Children of Merlin, #5)",Unknown,238,"fiction | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal | young-adult",1
2540782,2548311,The Naked Man: A Study of the Male Body,English,155,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
25407880,45162373,Vampire Legacy (Book 4 of the Dragon Heat Series),Unknown,195,"romance | fantasy, paranormal","fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime",3
25407902,680096,Ignited Minds: Unleashing The Power Within India,Unknown,214,"fiction | history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",1
25409300,45164138,Νησιά ξεχασμένα στον χρόνο,Non-English,179,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography",0
25409406,45164267,The Activist and The Capitalist: An Unlikely Love Story,Unknown,121,fiction | romance,"romance | mystery, thriller, crime",2
25409607,44969756,"Obedient (Terran Times Second Wave, #22)",English,160,"fiction | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal",0
25410497,45165661,"Almost Midnight (Shadow Falls: After Dark, #3.5)",English,125,"fiction | romance | fantasy, paranormal | young-adult","romance | fantasy, paranormal | mystery, thriller, crime | young-adult",2
2541384,2548913,"Little One, Maid of Israel",Unknown,83,"fiction | history, historical fiction, biography | children","fiction | history, historical fiction, biography | romance | young-adult | children",2
25415122,45171461,De Geheimen van de Staatsveiligheid,Non-English,106,non-fiction,non-fiction,0
25420126,44635860,"The Gentleman Mentor (Lessons with the Dom, #1)",English,98,fiction | romance,romance,1
25420178,45177931,Jay-Jay the Supersonic Bus,English,65,children,"fiction | non-fiction | fantasy, paranormal | young-adult | children",4
25421159,21377560,"Jäger der verlorenen Zeit (Azimut, #1)",Non-English,125,"fantasy, paranormal | comics, graphic","fiction | fantasy, paranormal",2
25424054,44172978,Your Father Sends His Love,Unknown,116,fiction,"fiction | history, historical fiction, biography | non-fiction | poetry",3
254264,1097312,The Friends of Meager Fortune. David Adams Richards,Unknown,598,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance | young-adult",1
25429126,45112229,Caution to the Wind (Elementals Series #1),English,131,"fantasy, paranormal | young-adult","fiction | romance | fantasy, paranormal | young-adult",2
25429618,45190552,Better to Eat You With,English,125,"romance | fantasy, paranormal","romance | fantasy, paranormal",0
25430024,734169,El secreto (Highlands' Lairds #1),Non-English,84,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance | mystery, thriller, crime | young-adult",2
25430501,45191282,"Earning a Ring (More Than a Game, #4)",Unknown,113,fiction | romance,fiction | romance,0
25430503,45846709,Shadow Touched (Shadow Touch #1-4),English,150,"romance | fantasy, paranormal","fiction | romance | fantasy, paranormal | mystery, thriller, crime",2
25431140,19365773,Humphrey's School Fair Surprise,Unknown,131,fiction | children,fiction | young-adult | children,1
25431729,42009504,The Road to Character,Unknown,317,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
25436005,838570,Woman on the Edge of Time,English,54,"fiction | fantasy, paranormal","fiction | romance | fantasy, paranormal | young-adult",2
25437374,45199528,Captive Fire,English,149,"fiction | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal",0
25439280,45201626,الأطلسي التائه,Unknown,139,"history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography",2
25440912,45203676,"Cruz (Hell Squad, #2)",English,257,"fiction | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal | mystery, thriller, crime",1
25441995,798808,Tales from Shakespeare,English,114,"fiction | history, historical fiction, biography | romance | non-fiction | fantasy, paranormal | young-adult | children | poetry","fiction | history, historical fiction, biography | non-fiction | poetry",4
25442483,43850039,The Black Swan Company,English,127,"mystery, thriller, crime","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",4
25443433,45206898,Éden Utopie,Non-English,213,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography | romance | comics, graphic",2
25443731,1842204,Bahantkinje,Non-English,27,"fiction | history, historical fiction, biography | fantasy, paranormal | poetry",non-fiction,5
25445670,45209322,100 Lessons Every Great Man Wants You to Know,English,69,non-fiction,non-fiction,0
25446094,45209826,The Professor's Secret,English,119,fiction | romance,fiction | romance | young-adult,1
25447534,45212067,"Nana's Shoes: A Story of a Family's Faith, Hope, and Courage in a Time of Ethnic Cleansing",English,271,"history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction",1
25447554,6696947,Guardian of the Dead,English,183,"fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | romance | mystery, thriller, crime | young-adult",1
2544841,184608,Cup of Death,Unknown,177,"fiction | mystery, thriller, crime | young-adult | children","mystery, thriller, crime",3
25448453,45213240,حسین کرد شبستری,Non-English,29,"history, historical fiction, biography","history, historical fiction, biography | non-fiction | poetry",2
25448510,45213294,My BBW Geek Romance,English,164,romance | young-adult,fiction | romance,2
25448744,3252320,Tiếng Gọi Nơi Hoang Dã,Non-English,275,"fiction | history, historical fiction, biography | fantasy, paranormal | young-adult | children","fiction | history, historical fiction, biography | non-fiction | young-adult | children",2
25448756,45213510,The Last,English,115,"fantasy, paranormal","fiction | fantasy, paranormal | mystery, thriller, crime",2
25450069,45214826,"Beneath the Broken Moon: Part Two (Broken, #2)",English,26,"romance | fantasy, paranormal | mystery, thriller, crime","fiction | romance | fantasy, paranormal | young-adult",3
25452099,25129083,The Copper Gauntlet (Magisterium #2),English,137,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children","fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children",0
25452534,45217386,Satisfying the Gay Outlaws Part 2 (Satisfying the Gay Outlaws #2),English,161,fiction,romance,2
25453247,21972807,"Immortal Reborn: Arianna's Choice (Children of Angels, #1)",English,221,"fiction | fantasy, paranormal | young-adult | children","fiction | history, historical fiction, biography | romance",5
25453560,45218834,A Defect of Character : A Novel,English,183,"mystery, thriller, crime","fiction | history, historical fiction, biography | romance | mystery, thriller, crime",3
2545498,2553029,Nazi Germany,Unknown,37,"history, historical fiction, biography","history, historical fiction, biography | non-fiction",1
25455246,1313599,Công Chúa Nhỏ,Non-English,170,"fiction | history, historical fiction, biography | fantasy, paranormal | young-adult | children","fiction | history, historical fiction, biography | non-fiction | young-adult | children",2
25455510,1475717,Thiên Thần Nổi Giận,Non-English,141,"fiction | romance | mystery, thriller, crime | young-adult","history, historical fiction, biography | non-fiction | young-adult | children",6
25456793,44444115,"The Gladiator's Mistress (Champions of Rome, #1)",English,186,"fiction | history, historical fiction, biography | romance | fantasy, paranormal","fiction | history, historical fiction, biography | romance | fantasy, paranormal",0
25457557,45224041,Soul Reader,English,116,"fiction | romance | fantasy, paranormal | mystery, thriller, crime","romance | fantasy, paranormal | young-adult",3
25459199,45226054,Hello My Name is...A Miss Hyde Novella Volume 1,English,115,"romance | fantasy, paranormal | mystery, thriller, crime",fiction | romance,3
25460628,44577165,Better than Fiction 2: True adventures from 30 great fiction writers,Unknown,425,"history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction",1
25461921,45229272,"Le voleur d'âmes (Les enquêtes de Setna, #3)",Non-English,166,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | romance | fantasy, paranormal | young-adult",5
25464135,45156634,SISSI: THE LAST EMPRESS,English,174,"history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | romance | fantasy, paranormal | comics, graphic",5
25464817,39895003,Fives and Twenty-Fives,English,236,"fiction | history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography",1
2546605,168079,Saving Capitalism From The Capitalists: How Open Financial Markets Challenge the Establishment and Spread Prosperity to Rich and Poor Alike,Unknown,184,"history, historical fiction, biography | non-fiction",non-fiction,1
25466126,45234495,"In the Eyes of Madness (Declan Peters Chronicles, #1)",English,273,"fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fantasy, paranormal",4
25466210,1490823,Supernova: The Knight the Princess and the Falling Star,English,148,"fiction | romance | fantasy, paranormal | young-adult",fiction | poetry,4
25466255,45234444,"Fated for Mikayla (Wolves of River's Bend, #3)",English,177,romance,"romance | fantasy, paranormal",1
25466582,45234877,Tales of the Macabre edited by Kurt Singer,English,77,fiction,"fiction | fantasy, paranormal",1
25467542,48428075,Alpha (War of the Alphas #3),English,142,"romance | fantasy, paranormal","fiction | romance | fantasy, paranormal | mystery, thriller, crime",2
25468348,42792360,Undeniable (Unexpected #3),English,229,romance,romance | young-adult,1
25468899,45237780,"Deadly Intent (Adrian Hell, #4)",English,202,"fiction | mystery, thriller, crime","fiction | fantasy, paranormal | mystery, thriller, crime",1
25472093,518712,"Asterix legionario (Asterix, #17)",Non-English,104,"fiction | history, historical fiction, biography | fantasy, paranormal | young-adult | children | comics, graphic","fiction | history, historical fiction, biography | romance",5
25472776,18449744,The Vegetarian,English,167,fiction,"fiction | romance | fantasy, paranormal | mystery, thriller, crime",3
25472811,45242985,A Doubter's Almanac,Unknown,376,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography | romance | fantasy, paranormal",2
25473310,45243581,Art For Mindfulness: Geometrics,English,157,non-fiction,non-fiction,0
25473476,1869140,Spaa Dekameron,Non-English,96,"fiction | romance | mystery, thriller, crime","fiction | fantasy, paranormal",3
25475523,45246277,The Billionaire Cowboy's Love,English,112,romance,romance,0
25475656,14225724,La maldición Fatal (Jóvenes Brujas #1),Non-English,113,"fantasy, paranormal | children","fiction | fantasy, paranormal | mystery, thriller, crime | young-adult",4
25476455,41319117,"Skin Tight (Skin Deep, #4)",English,282,romance,romance,0
25476463,45247609,The Transformers: Drift - Empire of Stone,English,34,"fiction | comics, graphic","fiction | fantasy, paranormal",2
25477612,45249349,Supermarsu ja jääräpää Janne (Supermarsu #8),Non-English,151,young-adult | children,"fiction | mystery, thriller, crime",4
25477978,40145315,Musimy coś zmienić,Non-English,119,fiction | romance | young-adult,"fiction | romance | fantasy, paranormal | young-adult",1
25479966,45252009,"Despite the Odds (Odds Are, #1)",English,168,romance,fiction | romance,1
25482564,45255766,"The Refugee (Korvali Chronicles, #1)",English,210,"fiction | romance | fantasy, paranormal | young-adult","fiction | fantasy, paranormal",2
25484483,45258114,"When an Alpha Purrs (A Lion's Pride, #1)",English,137,"fiction | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal",0
2548472,2556037,The Winds of the World,Unknown,162,"fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | non-fiction",3
25485287,43910567,"The Bride Wore Denim (Seven Brides for Seven Cowboys, #1)",English,170,fiction | romance,fiction | romance,0
25486070,21389576,"Inferno (Morbus Dei, #2)",English,151,"fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime | young-adult | children",2
25487611,5432235,L'última nit,Non-English,125,fiction | non-fiction | young-adult | poetry,"fiction | history, historical fiction, biography",4
25487650,45261909,"Coming Home to You (Man from Yesterday, #1)",English,221,fiction | romance,fiction | romance,0
25488548,45262955,Forsvundet: En Pia Holm Krimi,Unknown,140,"mystery, thriller, crime","fiction | mystery, thriller, crime",1
25489597,42495858,The Fangirl's Guide to the Galaxy: A Handbook for Girl Geeks,Unknown,140,"fiction | history, historical fiction, biography | non-fiction | fantasy, paranormal | young-adult | comics, graphic",non-fiction,5
254910,247037,She's Got the Beat,English,95,"fiction | romance | mystery, thriller, crime | young-adult | children",fiction | romance,3
25491230,45265865,Equatorial Sunshine,English,38,poetry,poetry,0
25493457,45285038,Doctor Margaret In Delhi (The Azadi Series #2) - eBook,Unknown,239,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | history, historical fiction, biography",1
25494025,45269113,An Unholy Mess,Unknown,126,"mystery, thriller, crime","fiction | history, historical fiction, biography | mystery, thriller, crime",2
25495601,21384967,When the Doves Disappeared,English,155,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | mystery, thriller, crime",1
25500803,45123759,For Real,English,150,fiction | romance,romance,1
25503036,45280718,"Devil and the Deep (Deep Six, #2)",English,100,"fiction | romance | mystery, thriller, crime","fiction | romance | mystery, thriller, crime",0
25503715,45281637,"Contro natura. Dagli ogm al ""bio"", falsi allarmi e verità nascoste del cibo che portiamo in tavola",Non-English,259,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
25503777,45281696,Harry Mac,English,272,"fiction | history, historical fiction, biography","romance | mystery, thriller, crime | young-adult",5
255063,247190,A Black Englishman,English,105,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance | non-fiction | mystery, thriller, crime",2
25507778,45286191,Celtic Rune (Heart of the Battle #2),English,146,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","history, historical fiction, biography | romance | fantasy, paranormal",2
25508203,45286985,"Remem-bear Me (Polar Heat, #4)",English,231,"fiction | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal",0
25508308,45287239,Weaken (Fallen Idols #2),Unknown,100,romance,romance,0
25512760,45293544,Noble Justice: Jack Noble & Corps Justice Bundle,English,492,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | mystery, thriller, crime",1
25512966,45293897,Lovers' Dance,English,165,romance,fiction | romance,1
25514203,45293858,Off Base,English,400,romance,fiction | romance,1
25514340,2431088,"The Walking Dead, Volym 3: I tryggt förvar",Non-English,91,"fiction | fantasy, paranormal | mystery, thriller, crime | comics, graphic",fiction | young-adult,4
25518073,990633,"Skin Tight (Mick Stranahan, #1)",English,178,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
25521061,45305783,The Secret Baby Room,English,99,"mystery, thriller, crime","fiction | mystery, thriller, crime",1
25525225,45311946,The Diet Myth: The Real Science Behind What We Eat,Unknown,218,non-fiction,non-fiction,0
25526131,45312929,Broken Survivor,English,143,fiction | romance | young-adult,fiction | romance | young-adult,0
25527790,45314980,Eleanor and the Iron King,English,111,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | history, historical fiction, biography | romance | fantasy, paranormal | young-adult",1
25527791,25778591,"La elección final (Las tejedoras de destinos, #3)",Non-English,107,"fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",0
25528090,44877218,My Best Friend's Bride,English,285,romance,fiction | romance,1
